0),Prediction:,0,Original:,0,1
,,,,,
1),Prediction:,1,Original:,1,1
,,,,,1
2),Prediction:,0,Original:,0,
,,,,,1
3),Prediction:,1,Original:,0,0
,,,,,
4),Prediction:,0,Original:,0,1
,,,,,1
5),Prediction:,1,Original:,1,
,,,,,1
6),Prediction:,1,Original:,0,0
,,,,,
7),Prediction:,0,Original:,0,1
,,,,,1
8),Prediction:,0,Original:,0,
,,,,,1
9),Prediction:,0,Original:,0,1
,,,,,
10),Prediction:,0,Original:,0,1
,,,,,
11),Prediction:,0,Original:,1,0
,,,,,1
12),Prediction:,0,Original:,0,
,,,,,1
13),Prediction:,1,Original:,0,0
,,,,,
14),Prediction:,0,Original:,0,1
,,,,,1
15),Prediction:,0,Original:,0,
,,,,,1
16),Prediction:,1,Original:,0,0
,,,,,
17),Prediction:,1,Original:,0,0
,,,,,1
18),Prediction:,1,Original:,1,
,,,,,1
19),Prediction:,0,Original:,0,1
,,,,,
20),Prediction:,0,Original:,0,1
,,,,,
21),Prediction:,0,Original:,0,1
,,,,,1
22),Prediction:,0,Original:,0,
,,,,,1
23),Prediction:,0,Original:,0,1
,,,,,
24),Prediction:,0,Original:,0,1
,,,,,1
25),Prediction:,0,Original:,0,
,,,,,1
26),Prediction:,0,Original:,0,1
,,,,,
27),Prediction:,1,Original:,0,0
,,,,,1
28),Prediction:,1,Original:,1,
,,,,,1
29),Prediction:,1,Original:,0,0
,,,,,
30),Prediction:,0,Original:,0,1
,,,,,
31),Prediction:,0,Original:,0,1
,,,,,1
32),Prediction:,0,Original:,0,
,,,,,1
33),Prediction:,0,Original:,1,0
,,,,,
34),Prediction:,0,Original:,0,1
,,,,,1
35),Prediction:,1,Original:,0,
,,,,,1
36),Prediction:,1,Original:,0,0
,,,,,
37),Prediction:,0,Original:,0,1
,,,,,1
38),Prediction:,1,Original:,0,
,,,,,1
39),Prediction:,1,Original:,1,1
,,,,,
40),Prediction:,1,Original:,0,0
,,,,,
41),Prediction:,1,Original:,0,0
,,,,,1
42),Prediction:,1,Original:,0,
,,,,,1
43),Prediction:,1,Original:,0,0
,,,,,
44),Prediction:,0,Original:,0,1
,,,,,1
45),Prediction:,0,Original:,0,
,,,,,1
46),Prediction:,0,Original:,0,1
,,,,,
47),Prediction:,1,Original:,0,0
,,,,,1
48),Prediction:,0,Original:,1,
,,,,,1
49),Prediction:,0,Original:,1,0
,,,,,
50),Prediction:,0,Original:,0,1
,,,,,
51),Prediction:,1,Original:,0,0
,,,,,1
52),Prediction:,1,Original:,0,
,,,,,1
53),Prediction:,0,Original:,0,1
,,,,,
54),Prediction:,0,Original:,0,1
,,,,,1
55),Prediction:,0,Original:,0,
,,,,,1
56),Prediction:,0,Original:,1,0
,,,,,
57),Prediction:,0,Original:,0,1
,,,,,1
58),Prediction:,1,Original:,1,
,,,,,1
59),Prediction:,1,Original:,0,0
,,,,,
60),Prediction:,0,Original:,0,1
,,,,,
61),Prediction:,0,Original:,1,0
,,,,,1
62),Prediction:,1,Original:,1,
,,,,,1
63),Prediction:,0,Original:,0,1
,,,,,
64),Prediction:,1,Original:,0,0
,,,,,1
65),Prediction:,0,Original:,0,
,,,,,1
66),Prediction:,1,Original:,0,0
,,,,,
67),Prediction:,1,Original:,0,0
,,,,,1
68),Prediction:,1,Original:,0,
,,,,,1
69),Prediction:,0,Original:,1,0
,,,,,
70),Prediction:,0,Original:,0,1
,,,,,
71),Prediction:,1,Original:,1,1
,,,,,1
72),Prediction:,1,Original:,0,
,,,,,1
73),Prediction:,0,Original:,0,1
,,,,,
74),Prediction:,0,Original:,0,1
,,,,,1
75),Prediction:,1,Original:,0,
,,,,,1
76),Prediction:,0,Original:,1,0
,,,,,
77),Prediction:,0,Original:,1,0
,,,,,1
78),Prediction:,1,Original:,0,
,,,,,1
79),Prediction:,1,Original:,1,1
,,,,,
80),Prediction:,1,Original:,0,0
,,,,,
81),Prediction:,1,Original:,0,0
,,,,,1
82),Prediction:,0,Original:,0,
,,,,,1
83),Prediction:,0,Original:,0,1
,,,,,
84),Prediction:,0,Original:,0,1
,,,,,1
85),Prediction:,0,Original:,0,
,,,,,1
86),Prediction:,0,Original:,0,1
,,,,,
87),Prediction:,0,Original:,0,1
,,,,,1
88),Prediction:,1,Original:,0,
,,,,,1
89),Prediction:,0,Original:,0,1
,,,,,
90),Prediction:,0,Original:,1,0
,,,,,
91),Prediction:,1,Original:,0,0
,,,,,1
92),Prediction:,0,Original:,0,
,,,,,1
93),Prediction:,0,Original:,0,1
,,,,,
94),Prediction:,1,Original:,1,1
,,,,,1
95),Prediction:,0,Original:,0,
,,,,,1
96),Prediction:,0,Original:,0,1
,,,,,
97),Prediction:,1,Original:,1,1
,,,,,1
98),Prediction:,1,Original:,0,
,,,,,1
99),Prediction:,0,Original:,1,0
,,,,,
100),Prediction:,1,Original:,0,0
,,,,,
101),Prediction:,0,Original:,0,1
,,,,,1
102),Prediction:,1,Original:,0,
,,,,,1
103),Prediction:,0,Original:,0,1
,,,,,
104),Prediction:,1,Original:,1,1
,,,,,1
105),Prediction:,0,Original:,0,
,,,,,1
106),Prediction:,1,Original:,0,0
,,,,,
107),Prediction:,0,Original:,0,1
,,,,,1
108),Prediction:,0,Original:,1,
,,,,,1
109),Prediction:,1,Original:,1,1
,,,,,
110),Prediction:,0,Original:,1,0
,,,,,
111),Prediction:,1,Original:,1,1
,,,,,1
112),Prediction:,1,Original:,0,
,,,,,1
113),Prediction:,0,Original:,1,0
,,,,,
114),Prediction:,0,Original:,1,0
,,,,,1
115),Prediction:,1,Original:,0,
,,,,,1
116),Prediction:,1,Original:,1,1
,,,,,
117),Prediction:,1,Original:,0,0
,,,,,1
118),Prediction:,0,Original:,0,
,,,,,1
119),Prediction:,0,Original:,0,1
,,,,,
120),Prediction:,0,Original:,0,1
,,,,,
121),Prediction:,0,Original:,0,1
,,,,,1
122),Prediction:,1,Original:,1,
,,,,,1
123),Prediction:,0,Original:,0,1
,,,,,
124),Prediction:,0,Original:,0,1
,,,,,1
125),Prediction:,1,Original:,0,
,,,,,1
126),Prediction:,1,Original:,0,0
,,,,,
127),Prediction:,1,Original:,0,0
,,,,,1
128),Prediction:,0,Original:,0,
,,,,,1
129),Prediction:,0,Original:,0,1
,,,,,
130),Prediction:,1,Original:,1,1
,,,,,
131),Prediction:,0,Original:,1,0
,,,,,1
132),Prediction:,1,Original:,0,
,,,,,1
133),Prediction:,0,Original:,0,1
,,,,,
134),Prediction:,0,Original:,1,0
,,,,,1
135),Prediction:,0,Original:,0,
,,,,,1
136),Prediction:,1,Original:,1,1
,,,,,
137),Prediction:,1,Original:,0,0
,,,,,1
138),Prediction:,1,Original:,0,
,,,,,1
139),Prediction:,0,Original:,0,1
,,,,,
140),Prediction:,0,Original:,0,1
,,,,,
141),Prediction:,1,Original:,0,0
,,,,,1
142),Prediction:,1,Original:,0,
,,,,,1
143),Prediction:,0,Original:,0,1
,,,,,
144),Prediction:,1,Original:,1,1
,,,,,1
145),Prediction:,0,Original:,0,
,,,,,1
146),Prediction:,1,Original:,1,1
,,,,,
147),Prediction:,0,Original:,0,1
,,,,,1
148),Prediction:,0,Original:,0,
,,,,,1
149),Prediction:,1,Original:,0,0
,,,,,
150),Prediction:,1,Original:,0,0
,,,,,
151),Prediction:,0,Original:,0,1
,,,,,1
152),Prediction:,1,Original:,0,
,,,,,1
153),Prediction:,1,Original:,0,0
,,,,,
154),Prediction:,0,Original:,0,1
,,,,,1
155),Prediction:,1,Original:,0,
,,,,,1
156),Prediction:,0,Original:,0,1
,,,,,
157),Prediction:,0,Original:,1,0
,,,,,1
158),Prediction:,1,Original:,0,
,,,,,1
159),Prediction:,0,Original:,0,1
,,,,,
160),Prediction:,1,Original:,0,0
,,,,,
161),Prediction:,0,Original:,1,0
,,,,,1
162),Prediction:,0,Original:,0,
,,,,,1
163),Prediction:,0,Original:,0,1
,,,,,
164),Prediction:,0,Original:,0,1
,,,,,1
165),Prediction:,1,Original:,0,
,,,,,1
166),Prediction:,0,Original:,1,0
,,,,,
167),Prediction:,0,Original:,0,1
,,,,,1
168),Prediction:,0,Original:,0,
,,,,,1
169),Prediction:,1,Original:,0,0
,,,,,
170),Prediction:,0,Original:,0,1
,,,,,
171),Prediction:,0,Original:,0,1
,,,,,1
172),Prediction:,0,Original:,0,
,,,,,1
173),Prediction:,1,Original:,1,1
,,,,,
174),Prediction:,0,Original:,0,1
,,,,,1
175),Prediction:,0,Original:,0,
,,,,,1
176),Prediction:,1,Original:,0,0
,,,,,
177),Prediction:,1,Original:,0,0
,,,,,1
178),Prediction:,1,Original:,0,
,,,,,1
179),Prediction:,1,Original:,0,0
,,,,,
180),Prediction:,1,Original:,1,1
,,,,,
181),Prediction:,0,Original:,0,1
,,,,,1
182),Prediction:,0,Original:,0,
,,,,,1
183),Prediction:,0,Original:,0,1
,,,,,
184),Prediction:,0,Original:,1,0
,,,,,1
185),Prediction:,1,Original:,0,
,,,,,1
186),Prediction:,1,Original:,0,0
,,,,,
187),Prediction:,0,Original:,0,1
,,,,,1
188),Prediction:,0,Original:,1,
,,,,,1
189),Prediction:,0,Original:,1,0
,,,,,
190),Prediction:,0,Original:,0,1
,,,,,
191),Prediction:,0,Original:,0,1
,,,,,1
192),Prediction:,0,Original:,0,
,,,,,1
193),Prediction:,0,Original:,0,1
,,,,,
194),Prediction:,0,Original:,0,1
,,,,,1
195),Prediction:,0,Original:,0,
,,,,,1
196),Prediction:,1,Original:,1,1
,,,,,
197),Prediction:,0,Original:,0,1
,,,,,1
198),Prediction:,0,Original:,0,
,,,,,1
199),Prediction:,1,Original:,0,0
,,,,,
200),Prediction:,1,Original:,0,0
,,,,,
201),Prediction:,0,Original:,0,1
,,,,,1
202),Prediction:,0,Original:,0,
,,,,,1
203),Prediction:,0,Original:,0,1
,,,,,
204),Prediction:,0,Original:,1,0
,,,,,1
205),Prediction:,0,Original:,0,
,,,,,1
206),Prediction:,0,Original:,0,1
,,,,,
207),Prediction:,0,Original:,0,1
,,,,,1
208),Prediction:,1,Original:,1,
,,,,,1
209),Prediction:,0,Original:,0,1
,,,,,
210),Prediction:,1,Original:,0,0
,,,,,
211),Prediction:,0,Original:,0,1
,,,,,1
212),Prediction:,1,Original:,0,
,,,,,1
213),Prediction:,0,Original:,0,1
,,,,,
214),Prediction:,1,Original:,1,1
,,,,,1
215),Prediction:,1,Original:,0,
,,,,,1
216),Prediction:,0,Original:,1,0
,,,,,
217),Prediction:,1,Original:,0,0
,,,,,1
218),Prediction:,0,Original:,0,
,,,,,1
219),Prediction:,0,Original:,1,0
,,,,,
220),Prediction:,0,Original:,0,1
,,,,,
221),Prediction:,0,Original:,0,1
,,,,,1
222),Prediction:,1,Original:,0,
,,,,,1
223),Prediction:,0,Original:,1,0
,,,,,
224),Prediction:,0,Original:,0,1
,,,,,1
225),Prediction:,1,Original:,0,
,,,,,1
226),Prediction:,1,Original:,0,0
,,,,,
227),Prediction:,1,Original:,0,0
,,,,,1
228),Prediction:,1,Original:,0,
,,,,,1
229),Prediction:,0,Original:,0,1
,,,,,
230),Prediction:,1,Original:,0,0
,,,,,
231),Prediction:,0,Original:,0,1
,,,,,1
232),Prediction:,1,Original:,1,
,,,,,1
233),Prediction:,0,Original:,1,0
,,,,,
234),Prediction:,0,Original:,0,1
,,,,,1
235),Prediction:,1,Original:,0,
,,,,,1
236),Prediction:,1,Original:,1,1
,,,,,
237),Prediction:,0,Original:,0,1
,,,,,1
238),Prediction:,1,Original:,1,
,,,,,1
239),Prediction:,1,Original:,0,0
,,,,,
